event_id,particle_id,x0,y0,phi0,charge,radius
0,0,424.24999999976995,894.5360090132295,-1.7399034971702072,-1.0,-6375.243848958997
0,1,424.24999999976995,894.5360090132295,-1.2029041415924608,1.0,1920.2970145006677
0,2,424.24999999976995,894.5360090132295,-2.059335643457457,1.0,639.8113583100394
0,3,424.24999999976995,894.5360090132295,-1.331239424218999,-1.0,-2213.785064472361
